[0.000000] (-) TimerEvent: {}
[0.001035] (-) JobUnselected: {'identifier': 'my_pick_and_place_pkg'}
[0.001099] (-) JobUnselected: {'identifier': 'ur_simulation_gz'}
[0.001121] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.203916] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist2.stl\n'}
[0.204002] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/shoulder.stl\n'}
[0.204062] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/forearm.stl\n'}
[0.204110] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3\n'}
[0.204156] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual\n'}
[0.204202] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist3.dae\n'}
[0.204245] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae\n'}
[0.204289] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae\n'}
[0.204333] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae\n'}
[0.204444] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae\n'}
[0.204505] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae\n'}
[0.204555] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist2.dae\n'}
[0.204678] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision\n'}
[0.205150] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl\n'}
[0.205359] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl\n'}
[0.205473] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl\n'}
[0.205576] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl\n'}
[0.205676] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl\n'}
[0.205773] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl\n'}
[0.205953] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl\n'}
[0.206074] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30\n'}
[0.206184] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/visual\n'}
[0.206286] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/visual/UR30_DIFF_8bit_2K.png\n'}
[0.206576] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/visual/upperarm.dae\n'}
[0.206674] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/visual/forearm.dae\n'}
[0.206741] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/collision\n'}
[0.206923] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/collision/upperarm.stl\n'}
[0.207006] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/collision/forearm.stl\n'}
[0.207071] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur30/LICENSE.txt\n'}
[0.207131] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e\n'}
[0.207188] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual\n'}
[0.207298] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist3.dae\n'}
[0.207383] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist1.dae\n'}
[0.207459] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/upperarm.dae\n'}
[0.207528] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/shoulder.dae\n'}
[0.207602] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/base.dae\n'}
[0.207798] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/forearm.dae\n'}
[0.207903] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist2.dae\n'}
[0.207976] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision\n'}
[0.208044] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/upperarm.stl\n'}
[0.208109] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist1.stl\n'}
[0.208174] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/base.stl\n'}
[0.208253] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist3.stl\n'}
[0.208318] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist2.stl\n'}
[0.208516] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/shoulder.stl\n'}
[0.208602] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/forearm.stl\n'}
[0.211067] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5\n'}
[0.211286] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual\n'}
[0.216973] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist3.dae\n'}
[0.217251] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist1.dae\n'}
[0.217371] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/upperarm.dae\n'}
[0.217483] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/shoulder.dae\n'}
[0.217612] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/base.dae\n'}
[0.217720] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/forearm.dae\n'}
[0.217826] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist2.dae\n'}
[0.217930] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision\n'}
[0.218035] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/upperarm.stl\n'}
[0.218137] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist1.stl\n'}
[0.218239] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/base.stl\n'}
[0.218339] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist3.stl\n'}
[0.218439] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist2.stl\n'}
[0.218702] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/shoulder.stl\n'}
[0.218867] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5/collision/forearm.stl\n'}
[0.220141] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20\n'}
[0.222119] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual\n'}
[0.222403] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png\n'}
[0.222558] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae\n'}
[0.222709] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae\n'}
[0.222857] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae\n'}
[0.223004] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae\n'}
[0.223115] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae\n'}
[0.223173] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae\n'}
[0.223293] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae\n'}
[0.223440] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision\n'}
[0.223586] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl\n'}
[0.224128] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl\n'}
[0.224205] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl\n'}
[0.224265] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl\n'}
[0.224311] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl\n'}
[0.224358] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl\n'}
[0.224403] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl\n'}
[0.224445] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt\n'}
[0.224488] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e\n'}
[0.224531] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual\n'}
[0.224573] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist3.dae\n'}
[0.224615] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist1.dae\n'}
[0.224657] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/upperarm.dae\n'}
[0.224699] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/shoulder.dae\n'}
[0.224743] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/base.dae\n'}
[0.224836] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/forearm.dae\n'}
[0.225299] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist2.dae\n'}
[0.225375] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision\n'}
[0.225425] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/upperarm.stl\n'}
[0.225470] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist1.stl\n'}
[0.225523] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/base.stl\n'}
[0.225568] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist3.stl\n'}
[0.225613] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist2.stl\n'}
[0.225656] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/shoulder.stl\n'}
[0.225699] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/forearm.stl\n'}
[0.225754] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e\n'}
[0.225798] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/visual\n'}
[0.225888] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae\n'}
[0.225990] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae\n'}
[0.226092] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/collision\n'}
[0.226211] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl\n'}
[0.226325] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl\n'}
[0.226439] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/rviz\n'}
[0.226552] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/rviz/view_robot.rviz\n'}
[0.226665] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf\n'}
[0.226778] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/ur_mocked.urdf.xacro\n'}
[0.226866] (ur_description) StdoutLine: {'line': b'-- Installing: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/ur.urdf.xacro\n'}
[0.226996] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/robotiq_2f_85_gripper.xacro\n'}
[0.227053] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/ros2_control_mock_hardware.xacro\n'}
[0.227101] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/inc\n'}
[0.227148] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/inc/ur_sensors.xacro\n'}
[0.227200] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro\n'}
[0.227247] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/inc/ur_joint_control.xacro\n'}
[0.227291] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro\n'}
[0.227335] (ur_description) StdoutLine: {'line': b'-- Installing: /home/bin1225/ur_ws/install/ur_description/share/ur_description/urdf/ur_macro.xacro\n'}
[0.227378] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/test\n'}
[0.227424] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py\n'}
[0.227527] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/test/test_view_ur_launch.py\n'}
[0.227643] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description\n'}
[0.227740] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description\n'}
[0.227831] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.sh\n'}
[0.227949] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv\n'}
[0.228437] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/environment/path.sh\n'}
[0.228554] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/environment/path.dsv\n'}
[0.228619] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/local_setup.bash\n'}
[0.228667] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/local_setup.sh\n'}
[0.228711] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/local_setup.zsh\n'}
[0.228754] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/local_setup.dsv\n'}
[0.228796] (ur_description) StdoutLine: {'line': b'-- Installing: /home/bin1225/ur_ws/install/ur_description/share/ur_description/package.dsv\n'}
[0.228839] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ament_index/resource_index/packages/ur_description\n'}
[0.228883] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake\n'}
[0.228926] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake\n'}
[0.228970] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/bin1225/ur_ws/install/ur_description/share/ur_description/package.xml\n'}
[0.229015] (ur_description) CommandEnded: {'returncode': 0}
[0.261944] (ur_description) JobEnded: {'identifier': 'ur_description', 'rc': 0}
[0.263491] (-) EventReactorShutdown: {}
